Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
12.51,2,0.2603084416740577963679018034,0.265172390208243,0.265172390208243,0.260625877443278,0.260625877443278,0.125645849478791,0.1348236923797928535795451451,0.1210394763996962535795451451,0.0137842159800966,5.1971838759101377156150706845,50.543686874614536603854936037,52.880810225973536027345296587,846914000
12.52,2,0.2602937683995533314796417277,0.265158705146238,0.265158705146238,0.2606111862753,0.2606111862753,0.125674917019564,0.1348522646116284626664867266,0.1209867555291240626664867266,0.0138655090825044,5.1950522820107667303176174508,50.536952093894689800938189741,52.87159327966863116658396735,847591000
12.53,2,0.2602791034082804823988987124,0.265145030621579,0.265145030621579,0.260596503400655,0.260596503400655,0.1257040486757,0.1348809012875190331999880751,0.1209340991026068331999880751,0.0139468021849122,5.1929236324583211902184711494,50.53019687284308417784112443,52.862352038767580743660277583,848267900
12.54,2,0.2602644633928515973968075885,0.265131384436182,0.265131384436182,0.260581845532311,0.260581845532311,0.125733275338834,0.1349096339015573134671487500,0.1208815386142374134671487500,0.0140280952873199,5.1907988282328103176671425001,50.523503403142007310351009975,52.853147262508697921513989806,848944900
12.55,2,0.2602498801352095847794672243,0.26511779793332,0.26511779793332,0.260567244490968,0.260567244490968,0.125762582781869,0.1349384493291781377362675742,0.1208290609394504377362675742,0.0141093883897277,5.1886774920838703829270966136,50.51683728490017616072643074,52.843953573059496961708351407,849621900
12.56,2,0.2602353034356087942726651174,0.265104220713424,0.265104220713424,0.260552650015663,0.260552650015663,0.125791967912942,0.1349673427214821474403987686,0.1207766612293466474403987686,0.0141906814921355,5.1865594838414506604338898108,50.510198225089631597461488513,52.834770848534395813104059523,850298900
12.57,2,0.2602207844983361291345225691,0.265090704131095,0.265090704131095,0.260538113373125,0.260538113373125,0.125821432353481,0.1349963174911595906519005864,0.1207243428966162906519005864,0.0142719745945433,5.1844449000126774444079644038,50.50357373443710577990428178,52.82558976256243395586902003,850975900
12.58,2,0.2602062718481487688240885703,0.265077196652198,0.265077196652198,0.260523583025339,0.260523583025339,0.125850977114237,0.1350253728498299691233207123,0.1206721051528788691233207123,0.0143532676969511,5.18233371675279380928487671,50.496940397952012235723994134,52.816392864467366620856603049,851652900
12.59,2,0.2601917938139612894768282572,0.265063726141897,0.265063726141897,0.260509087335766,0.260509087335766,0.125880587430727,0.1350544950144854922077675918,0.1206199342151265922077675918,0.0144345607993589,5.1802255379484500253280918435,50.490363804470300372859932845,52.807229302069975003433041256,852329900
12.60,2,0.2601773212750630777050291722,0.265050264441829,0.265050264441829,0.260494597148183,0.260494597148183,0.125910292386877,0.1350837120686219579265088589,0.1205678581668552579265088589,0.0145158539017667,5.1781211668732470148871205224,50.483808241522821578979560565,52.798072101262034849568668721,853006800
12.61,2,0.2601628967324418202789450481,0.265036853536125,0.265036853536125,0.260480155015407,0.260480155015407,0.125940074954853,0.1351130084600022491190936346,0.1205158614558277491190936346,0.0145971470041745,5.1760201567291053763544962624,50.477279355973382519821295094,52.788925710005154954655949698,853683800
12.62,2,0.2601484972106765882869234404,0.26502347055158,0.26502347055158,0.260465737933999,0.260465737933999,0.125969939265634,0.1351423875188278504591579912,0.1204639474122455504591579912,0.0146784401065823,5.1739226016600224039506613775,50.470741667797159558041259306,52.77976357042048179316795529,854360800
12.63,2,0.2601341435406416899714509173,0.265010135752093,0.265010135752093,0.260451366760236,0.260451366760236,0.125999867991671,0.1351718326353021715590008239,0.1204120994263120715590008239,0.0147597332089901,5.1718280245710714960681493852,50.464255473244082978104230426,52.770631025558941232290961511,855037800
12.64,2,0.2601197856009099135178002034,0.264996799912003,0.264996799912003,0.260436991311569,0.260436991311569,0.126029889410593,0.1352013703518799398695936139,0.1203603440404820398695936139,0.0148410263113979,5.1697371845882788750564709999,50.457795795495553727709482126,52.76150909178787914614185394,855714800
12.65,2,0.2601054956679638626577112125,0.264983534417883,0.264983534417883,0.260422683952619,0.260422683952619,0.126059974251636,0.1352309739069818984148661431,0.1203086544931762984148661431,0.0149223194138056,5.1676493137896131111790913378,50.45135710180359025812717543,52.752393996764242687244306451,856391700
12.66,2,0.2600912001457279881541300068,0.264970266691136,0.264970266691136,0.260408370997564,0.260408370997564,0.12609015550775,0.1352606737405045959612390044,0.1202570612242911959612390044,0.0150036125162134,5.1655652829545496788715667158,50.444909731882684908911072916,52.743263128525588199768875445,857068800
12.67,2,0.2600769702608045357554566849,0.2649570669007,0.2649570669007,0.260394123759863,0.260394123759863,0.126120399159386,0.1352904383024822044527100470,0.1202055326838610044527100470,0.0150849056186212,5.1634841869838722244403850486,50.438513098119762799979354181,52.734161469674666482838582292,857745800
12.68,2,0.2600627255181653556607008003,0.264943855052362,0.264943855052362,0.260379861646328,0.260379861646328,0.126150723765699,0.1353202833490074565812912178,0.1201540846279784565812912178,0.015166198721029,5.1614064759971263181490114522,50.432137883477468447078955098,52.725066867605623871367430017,858422800
12.69,2,0.2600485471938704364730166228,0.264930712475267,0.264930712475267,0.260365666032131,0.260365666032131,0.126181126588237,0.1353502089816412046375312432,0.1201027171582044046375312432,0.0152474918234368,5.1593321516445253823469566424,50.425788848024695782116961437,52.715982925294932194471051837,859099700
12.70,2,0.2600343634191149766241884878,0.264917567299483,0.264917567299483,0.260351464960828,0.260351464960828,0.126211611360388,0.1353802164232734938472181244,0.1200514314974288938472181244,0.0153287849258446,5.1572612476999836154267541352,50.419431675223390919910904014,52.706883854114979998221773182,859776700
12.71,2,0.2600202461324599093956246148,0.264904490788785,0.264904490788785,0.260337330458704,0.260337330458704,0.126242154989493,0.1354102850823835600769395318,0.1200002070541309600769395318,0.0154100780282526,5.1551931730006164876518690462,50.41312445462727984043057043,52.697813612611944260033956291,860453800
12.72,2,0.2600061221895914567988246079,0.264891411014706,0.264891411014706,0.26032318929225,0.26032318929225,0.126272796125363,0.1354404510749691017270064882,0.1199490799443089017270064882,0.0154913711306602,5.1531289609342423734578576912,50.406844707614532613409718772,52.688754883755392569480195186,861130800
12.73,2,0.2599920354810231198666463941,0.26487837068607,0.26487837068607,0.260309085405503,0.260309085405503,0.126303498629047,0.1354706797746105939607101739,0.1198980155415425939607101739,0.015572664233068,5.1510676182677471670651623868,50.400579804847309123977332171,52.679698627321763903724983059,861807700
12.74,2,0.2599779732720665409388049471,0.26486535772064,0.26486535772064,0.260295006048243,0.260295006048243,0.126334281851691,0.1355009900990034194433130258,0.1198470327635276194433130258,0.0156539573354758,5.1490096856938833668663166484,50.394307622141794678255395285,52.670627941725457902078539788,862484700
12.75,2,0.2599639656898940904525315703,0.264852402278571,0.264852402278571,0.260280981384382,0.260280981384382,0.126365145159153,0.1355313824669646289930329331,0.1197961320290810289930329331,0.0157352504378836,5.1469551739516136431247855899,50.388091231593737470133336639,52.661590387892426172223281384,863161700
12.76,2,0.2599499745807292947870375536,0.26483946600195,0.26483946600195,0.260266973213617,0.260266973213617,0.126396084704879,0.1355618516956117324223345262,0.1197453081553203324223345262,0.0158165435402914,5.1449039333029724702761255297,50.381895500079780420061226579,52.652559587403536544520341456,863838700
12.77,2,0.2599359869069027359981647019,0.264826536024151,0.264826536024151,0.26025296848238,0.26025296848238,0.126427106070063,0.1355924029137011434921988692,0.1196945662710017434921988692,0.0158978366426994,5.1428561094167404185838015824,50.375727262522194316107062365,52.643540664094583935212161334,864515700
12.78,2,0.2599220455868935295718624638,0.264813654647358,0.264813654647358,0.260239010161487,0.260239010161487,0.126458189357468,0.1356230177124396514179437308,0.1196438879673327514179437308,0.0159791297451069,5.1408111736605540864403472644,50.369544321995892082503913119,52.634501994845842712566033638,865192600
12.79,2,0.2599081181610334139567443710,0.2648007904632,0.2648007904632,0.260225065751686,0.260225065751686,0.126489366373171,0.1356537267823944981349727843,0.1195933039348794981349727843,0.016060422847515,5.1387700039951068441092276912,50.363418215672021549046957956,52.625497268427371865410512803,865869600
12.80,2,0.2598942359973754080948877970,0.264787973831159,0.264787973831159,0.260211166659283,0.260211166659283,0.126520606591817,0.1356845006763359661217037868,0.1195427847264131661217037868,0.0161417159499228,5.1367317555601432139399535789,50.357312415227191341262477592,52.616499292184960663616018063,866546600
12.81,2,0.2598803676864676085856507118,0.264775173835727,0.264775173835727,0.260197281436522,0.260197281436522,0.12655192580394,0.1357153540962427481786781000,0.1194923450439121481786781000,0.0162230090523306,5.134696848277028718282035642,50.35122830898520110098250081,52.607508957778344549628984514,867223700
12.82,2,0.2598665456465777045176217635,0.264762422493512,0.264762422493512,0.260183442541206,0.260183442541206,0.126583310808823,0.1357462749668030498026895071,0.1194419728120647498026895071,0.0163043021547383,5.1326649349542744794849845981,50.345131184849689377849721595,52.598500144937683272700287784,867900600
12.83,2,0.2598527268050131925508624370,0.264749677091216,0.264749677091216,0.260169606848115,0.260169606848115,0.126614774155088,0.1357772743383229640383820034,0.1193916790811768640383820034,0.0163855952571461,5.1306363309005634678122655624,50.339089724388133201048272406,52.589524763393708576250770916,868577600
12.84,2,0.2598389531434960948957791250,0.264736980214094,0.264736980214094,0.260155816390166,0.260155816390166,0.126646330925991,0.1358083687710715880847128795,0.1193414804115176880847128795,0.0164668883595539,5.1286115092733426576994348501,50.333074598545524062961584778,52.580560432169534369704439573,869254600
12.85,2,0.2598251930272692777030586208,0.264724298492678,0.264724298492678,0.260142039494026,0.260142039494026,0.126677933103403,0.1358395091115962429889602766,0.1192913276496345429889602766,0.0165481814619617,5.1265890606706565194099575781,50.327073608046786970043625375,52.571598542834519037442295004,869931600
12.86,2,0.2598114791005439088896027584,0.264711666355404,0.264711666355404,0.260128308843714,0.260128308843714,0.126709630070385,0.1358707459144092857848626001,0.1192412713500397857848626001,0.0166294745643695,5.1245704321133110752933444605,50.321067004809708809011329587,52.562623478435097515801480825,870608600
12.87,2,0.2597977776286138633248513610,0.264699048946304,0.264699048946304,0.260114590663385,0.260114590663385,0.126741391485809,0.1359020476404098829215681544,0.1191912799736325829215681544,0.0167107676667773,5.122554718813346271656083415,50.315109350084990118778593354,52.553677092226488339339883646,871285600
12.88,2,0.2597840911075245049463855119,0.264686449287022,0.264686449287022,0.260100887452129,0.260100887452129,0.126773232270113,0.1359334293064017032198417296,0.1191413685372166032198417296,0.0167920607691851,5.1205423497112074308476851552,50.30917902144498721121552413,52.544742819018251318199110736,871962600
12.89,2,0.2597704386361838666916942740,0.264673886429216,0.264673886429216,0.260087218332144,0.260087218332144,0.126805150069448,0.1359648892248609949882817587,0.1190915353532680949882817587,0.0168733538715929,5.1185332752035951512606832002,50.303235580757982341337970773,52.535789943730363270453930024,872639600
12.90,2,0.2597568312240337391508555405,0.264661370939109,0.264661370939109,0.260073594326297,0.260073594326297,0.126837131614838,0.1359964145036520638108427611,0.1190417675296513638108427611,0.0169546469740007,5.1165271246987796271155198624,50.297342011357334178850460875,52.526866565226386968617477435,873316500
12.91,2,0.2597432360739197354583120655,0.264648870489978,0.264648870489978,0.260059982597439,0.260059982597439,0.126869192096175,0.1360280191952260752425988225,0.1189920791188175752425988225,0.0170359400764085,5.1145242995105133328477514592,50.291474598450343479104918314,52.517954507422169724973742808,873993500
12.92,2,0.2597296671199737701113883501,0.264636399039079,0.264636399039079,0.260046397096694,0.260046397096694,0.126901331445551,0.1360597037188197736747745165,0.1189424705400035736747745165,0.0171172331788162,5.112524810389785138720843106,50.285628839178285154890743854,52.509050367085661481268700463,874670500
12.93,2,0.2597161302619655903961077074,0.264623961810204,0.264623961810204,0.260032843731027,0.260032843731027,0.126933529996302,0.1360914486020555839650249140,0.1188929223208315839650249140,0.017198526281224,5.1105280982347725670843055199,50.279769927442356607984535209,52.500127862274196874658950929,875347500
12.94,2,0.2597026180946718833601897385,0.264611552196077,0.264611552196077,0.260019315086184,0.260019315086184,0.126965810986672,0.1361232768384314682034556157,0.1188434574547996682034556157,0.0172798193836318,5.1085348205013682163306722154,50.273966385652959283546850774,52.49123899254140533699902289,876024400
12.95,2,0.2596891401618219506373807904,0.264599179533902,0.264599179533902,0.260005820717532,0.260005820717532,0.126998168002536,0.1361551823435927921992078543,0.1187940698575531921992078543,0.0173611124860396,5.1065448016264035806803855082,50.268183380675978172640184884,52.482357303765105154243990451,876701500
12.96,2,0.2596756758588972494663165187,0.264586822785097,0.264586822785097,0.259992339995427,0.259992339995427,0.127030589693533,0.1361871530398567199591689880,0.1187447474514093199591689880,0.0174424055884474,5.1045576943504472585259789141,50.262416770135776349863382621,52.473479806898506376442118026,877378500
12.97,2,0.2596622337848816752780739168,0.264574490982045,0.264574490982045,0.259978881529338,0.259978881529338,0.127063088020025,0.1362192011955271086549179939,0.1186955025046719086549179939,0.0175236986908552,5.1025738488752249722169631502,50.256642415475233502599847989,52.46458790977495548179107641,878055500
12.98,2,0.2596488272403485952202566193,0.264562197555476,0.264562197555476,0.259965458636058,0.259965458636058,0.127095666012295,0.1362513303077641802579366695,0.1186463385145011802579366695,0.017604991793263,5.10059336412772086805982613,50.250923982923160371440465828,52.455730277480756026407626305,878732400
12.99,2,0.2596354428861192444176928480,0.264549928527195,0.264549928527195,0.259952057960142,0.259952057960142,0.127128306070272,0.1362835222993874931702749256,0.1185972374037166931702749256,0.0176862848956708,5.0986157209755575444471013722,50.2452255995271448285716419,52.446879742284856781651715912,879409400
13.00,2,0.2596220824723272845603137497,0.264537686240451,0.264537686240451,0.259938681253858,0.259938681253858,0.127161025086816,0.1363157941347449183911778861,0.1185482161366663183911778861,0.0177675779980786,5.0966414041522405716422539918,50.239510320795050426294620446,52.438007812985249717111850332,880086500
13.01,2,0.2596087340132246856156294401,0.264525458110984,0.264525458110984,0.259925316516842,0.259925316516842,0.12719380655084,0.1363481288736231514069521978,0.1184992577731367514069521978,0.0178488711004864,5.0946699270971303959517719023,50.233854395193975411102394226,52.429173132269098175967221795,880763500
13.02,2,0.2595954507392668848203473760,0.264513297908777,0.264513297908777,0.259912017044461,0.259912017044461,0.127226663123261,0.1363805410457705950705413244,0.1184503768428764950705413244,0.0179301642028941,5.0927017047975553157681886208,50.228214317062682758865631539,52.420342226963787986670632608,881440400
13.03,2,0.2595821502837142202867326358,0.264501123384433,0.264501123384433,0.259898700369533,0.259898700369533,0.127259602480089,0.1364130354520606714173222818,0.1184015781467587714173222818,0.0180114573053019,5.0907368735291114534410148645,50.222602224890808740960380437,52.411524376968876523766481761,882117400
13.04,2,0.2595689244259186175619103875,0.264489025663215,0.264489025663215,0.259885458383331,0.259885458383331,0.127292601081726,0.1364455917474586669669075398,0.1183528413397489669669075398,0.0180927504077097,5.0887748491902137552767385487,50.216970540405439598262052646,52.402683324495432599577578825,882794400
13.05,2,0.2595556791358840809072761985,0.264476910768515,0.264476910768515,0.259872196941193,0.259872196941193,0.127325665383898,0.1364782131040244183168974404,0.1183041695939069183168974404,0.0181740435101175,5.0868157213944063675818475881,50.211393357750248061599638217,52.393875949896662782417990149,883471400
13.06,2,0.2595424884550098943113850665,0.264464853732461,0.264464853732461,0.259858990174809,0.259858990174809,0.127358819877785,0.1365109266165989939187120635,0.1182555900040736939187120635,0.0182553366125253,5.084860265092432836662829898,50.205844447423004999704662438,52.385081823580547996327718714,884148400
13.07,2,0.2595293119061730842968298737,0.264452812530981,0.264452812530981,0.259845797557696,0.259845797557696,0.12739202238548,0.1365436886663523012458141923,0.1182070589514192012458141923,0.0183366297149331,5.0829072294375237129982645978,50.200270476540658775338210632,52.376260476269380954238912478,884825300
13.08,2,0.2595161575679615053107782412,0.264440796893181,0.264440796893181,0.259832627178294,0.259832627178294,0.127425319748313,0.1365765464056190839618044185,0.1181586235882781839618044185,0.0184179228173409,5.0809579639853474387225483978,50.194758024976105493925470504,52.367477962754282095715919837,885502300
13.09,2,0.2595030149213001827916249449,0.264428794509135,0.264428794509135,0.259819468504698,0.259819468504698,0.127458661234236,0.1366094487036478574640199482,0.1181102327838991574640199482,0.0184992159197487,5.0790110026884386643142604177,50.189259607868175721280539483,52.358698407537607540694222699,886179300
13.10,2,0.2594899154493254533431954006,0.26441683875718,0.26441683875718,0.25980635305844,0.25980635305844,0.127492099464975,0.1366424493149941016507036042,0.1180619402928376016507036042,0.0185805090221565,5.0770678842421003360798885735,50.183795699916450082753182077,52.349936957200574971600860355,886856400
13.11,2,0.2594768297321405098926901716,0.26440489884868,0.26440489884868,0.259793251383744,0.259793251383744,0.12752559678661,0.1366755095341686051630517591,0.1180137074096043051630517591,0.0186618021245643,5.0751274985564682003259207794,50.178306759650868266043741916,52.341148197067336896060780311,887533300
13.12,2,0.2594638068007023287744282621,0.264393024034564,0.264393024034564,0.25978021257136,0.25978021257136,0.127559156929147,0.1367086348077370880598403866,0.1179655395807649880598403866,0.0187430952269721,5.0731900004048802033588449516,50.172872828288696960271566983,52.332393812626536480755427065,888210300
13.13,2,0.2594507662762777609989751840,0.264381134417476,0.264381134417476,0.259767156144536,0.259767156144536,0.127592797889069,0.1367418403328436274472784095,0.1179174520034638274472784095,0.0188243883293798,5.0712558238941566675281718057,50.167460393694790004886959806,52.323647809262081399979871057,888887300
13.14,2,0.2594377781910339594549030507,0.264369299429036,0.264369299429036,0.25975415222084,0.25975415222084,0.12762649879945,0.1367751076783999736276207649,0.1178694262466123736276207649,0.0189056814317876,5.0693244397531882672694576584,50.162035751752993289841857663,52.314884389423332850943706931,889564300
13.15,2,0.2594247816237464777196506663,0.26435745866444,0.26435745866444,0.259741139804757,0.259741139804757,0.127660277640758,0.1368084527058252013325079411,0.1178214781716298013325079411,0.0189869745341954,5.0673963011189295207601220253,50.156664835555886286314851526,52.30615433513195849652657271,890241300
13.16,2,0.2594118501729224481169587537,0.264345685891484,0.264345685891484,0.259728192584544,0.259728192584544,0.127694135404441,0.1368418789804233545248569273,0.1177736113438201545248569273,0.0190682676366032,5.0654715088705126263926984205,50.151316639184974852558088632,52.297433683622337005775370137,890918300
13.17,2,0.2593989090411547438724603265,0.264333905593775,0.264333905593775,0.259715235671582,0.259715235671582,0.127728055420618,0.1368753672069816863814204116,0.1177258064679706863814204116,0.019149560739011,5.063549508981504982559720363,50.145949984148101678852528227,52.288690812063006825242817303,891595300
13.18,2,0.2593860108260167636549196554,0.264322170395538,0.264322170395538,0.259702321727584,0.259702321727584,0.127762035696497,0.1369089172304819621302636855,0.1176780633890631621302636855,0.0192308538414188,5.0616302957517135834816301648,50.140636697528339549731615709,52.279981350821429000360635575,892272300
13.19,2,0.2593731250581098619541145914,0.264310450448947,0.264310450448947,0.259689420245997,0.259689420245997,0.127796095628103,0.1369425473934606710434684160,0.1176304004496340710434684160,0.0193121469438266,5.0597143933967823035939841441,50.135346499761053449564614374,52.271281675829783454865652497,892949200
13.20,2,0.2593602820583941639974356627,0.264298775411597,0.264298775411597,0.259676561584755,0.259676561584755,0.127830214630439,0.1369762381584951074153649839,0.1175827981122607074153649839,0.0193934400462344,5.0578012409515173131602474164,50.130075907773182388634692504,52.262589353102307971547232886,893626200
13.21,2,0.2593474504203647192457225055,0.264287114506965,0.264287114506965,0.259663714299055,0.259663714299055,0.127864412389401,0.1370100081254034054362992808,0.1175352749767612054362992808,0.0194747331486422,5.055891370002153010572953499,50.124794055489055244899501499,52.253880222434749422591715147,894303200
13.22,2,0.2593346509018219472626389222,0.264275488027064,0.264275488027064,0.259650899172009,0.259650899172009,0.127898674478972,0.1370438435851384611977881825,0.1174878173340884611977881825,0.01955602625105,5.0539843865541572660955675044,50.119561418913947052611618133,52.245201410233560575460689948,894980200
13.23,2,0.2593218546125435863292757522,0.264263866894556,0.264263866894556,0.259638087278166,0.259638087278166,0.127932997054617,0.1370777396807220545770123477,0.1174404203272642545770123477,0.0196373193534578,5.0520801502060484781206229506,50.114342881183118417609867798,52.236525748431128456372806109,895657200
13.24,2,0.2593090995549138188484381401,0.264252289738426,0.264252289738426,0.259625316666252,0.259625316666252,0.127967396068575,0.1371117137028081119037175360,0.1173931012469425119037175360,0.0197186124558656,5.0501791550393121169115849521,50.109118945851227650182381402,52.227837883763550968321068663,896334100
13.25,2,0.2592963767898593006677466181,0.264240747181381,0.264240747181381,0.259612578386292,0.259612578386292,0.128001859440336,0.1371457532509821459755449377,0.1173458476927088459755449377,0.0197999055582733,5.0482810445489245569040098265,50.103949557523269995615324628,52.219184609339264066931279818,897011200
13.26,2,0.2592836755738402020984673069,0.264229228856255,0.264229228856255,0.259599861681647,0.259599861681647,0.128036398510681,0.1371798692973088638555337047,0.1172986706366277638555337047,0.0198811986606811,5.0463861318021181683613626885,50.09879530074163769963994287,52.210535176388676380558857005,897688200
13.27,2,0.2592709751917006125038087674,0.264217713533818,0.264217713533818,0.259587145811897,0.259587145811897,0.128070999643951,0.1372140474735463893404252670,0.1172515557104574893404252670,0.0199624917630889,5.0444940039198101975901314533,50.093629170906620213137304434,52.201868734757842850660310815,898365200
13.28,2,0.2592583297353275405911918919,0.26420625588592,0.26420625588592,0.259574484934894,0.259574484934894,0.128105676613799,0.1372483034529757569426713836,0.1172045185874790569426713836,0.0200437848654967,5.0426051086491228429828496381,50.088517917187797994922574745,52.193237124380762623816456441,899042100
13.29,2,0.2592456826750634209535769661,0.264194798372847,0.264194798372847,0.259561822452044,0.259561822452044,0.128140403457966,0.1372826092810487641321010724,0.1171575313131442641321010724,0.0201250779679045,5.0407186438919646508460051577,50.083415353794252593276208705,52.184604723286512306533156067,899719100
13.30,2,0.2592330689487836353987429791,0.264183377405449,0.264183377405449,0.259549193343828,0.259549193343828,0.128175220526351,0.1373170065538023800161487627,0.1171106354834900800161487627,0.0202063710703123,5.0388358000277263435291087282,50.078313924242837227188698974,52.175965146502440017448979414,900396200
13.31,2,0.2592204763823848940165157524,0.264171979260544,0.264171979260544,0.259536585421296,0.259536585421296,0.128210084096982,0.1373514510969675064302864602,0.1170637869242474064302864602,0.0202876641727201,5.0369553102975403673386482661,50.073252885996928254361028956,52.167349589195994263920124878,901073200
13.32,2,0.2592079367637103175229403918,0.264160636899665,0.264160636899665,0.259524030511057,0.259524030511057,0.128245026114362,0.1373859759859279029636070389,0.1170170187108000029636070389,0.0203689572751279,5.0350781209820636446241344849,50.068221127917476935495854312,52.158749029392741610574952033,901750100
13.33,2,0.2591953768753150727528170537,0.264149276340273,0.264149276340273,0.259511455306378,0.259511455306378,0.128280028505465,0.1374205605767147772912017712,0.1169703101991790772912017712,0.0204502503775357,5.0332036394158633977350781034,50.06317026257285781740237371,52.150125907409526867171815118,902427100
13.34,2,0.2591828694848093285048295487,0.264137971030564,0.264137971030564,0.259498932663608,0.259498932663608,0.128315106946871,0.1374552230996631536796514222,0.1169236796197196536796514222,0.0205315434799435,5.0313323866003055969349442355,50.058174904890648124977542236,52.14153837519127266219001793,903104100
13.35,2,0.2591703627919872793423729703,0.264126668755608,0.264126668755608,0.259486410719373,0.259486410719373,0.128350252276608,0.1374899525761076898348742839,0.1168771159937563898348742839,0.0206128365823513,5.0294640467604765166592891987,50.053195195952514500417981219,52.132955428110724621556720772,903781100
13.36,2,0.2591579085635145458194961601,0.264115421015655,0.264115421015655,0.259473941303465,0.259473941303465,0.128385454153148,0.1375247404681524297675705849,0.1168306107833933297675705849,0.0206941296847591,5.0275983740444263511285553061,50.048234783350356610262787792,52.12438004728505304452769602,904458000
13.37,2,0.2591454443859629941590086921,0.26410416608416,0.26410416608416,0.259461461926346,0.259461461926346,0.128420735516524,0.1375596075476307193994682627,0.1167841847604639193994682627,0.0207754227871668,5.0257359622620303747782988775,50.043265100901486132715722766,52.115789614650238878230487449,905135000
13.38,2,0.2591330224421651276199328066,0.264092955499577,0.264092955499577,0.259449024834482,0.259449024834482,0.128456075179906,0.1375945344392843080356619273,0.1167378185497097080356619273,0.0208567158895746,5.0238762550937584578719850246,50.03834240064019004254604637,52.107228480640028612459078621,905812000
13.39,2,0.2591206308617513826525194331,0.264081777589251,0.264081777589251,0.25943661814303,0.25943661814303,0.128491479427061,0.1376295270156840574373616497,0.1166915180237016574373616497,0.0209380089919824,5.0220194195170710988021472648,50.033441062108979006446617915,52.098676528939097167725704623,906489000
13.40,2,0.2591082513337269597775572456,0.264070613957819,0.264070613957819,0.259424223518665,0.259424223518665,0.128526946801473,0.1376645831792113607653270380,0.1166452810848211607653270380,0.0210193020943902,5.0201653941803596678322507145,50.028522344383324629513851839,52.090103379934742665932040733,907166000
13.41,2,0.2590958823755680282096963093,0.264059463492023,0.264059463492023,0.259411839477054,0.259411839477054,0.128562487955197,0.1376997135365804418973859471,0.1165991183397823418973859471,0.0211005951967981,5.0183144816843103873118060879,50.023657245929902457473180147,52.081564692849895137371794689,907843000
13.42,2,0.2590835741830589843622012404,0.264048376045463,0.264048376045463,0.259399516275195,0.259399516275195,0.128598090459228,0.1377349074062239826234377100,0.1165530191070182826234377100,0.0211818882992057,5.0164663747652667556333469037,50.018813440870739444472547106,52.073035244573642702148005237,908520000
13.43,2,0.2590712568799541788728587132,0.264037281653831,0.264037281653831,0.25938718395163,0.25938718395163,0.128633755453095,0.1377701634852554412657042903,0.1165069820836418412657042903,0.0212631814016136,5.0146210348389995430603382747,50.013953474135407958796434325,52.064485601053753097775912861,909197000
13.44,2,0.2590589919095187091736084613,0.264026242393744,0.264026242393744,0.259374904024552,0.259374904024552,0.128669497854225,0.1378054988484597378528689172,0.1164610243444382378528689172,0.0213444745040215,5.0127789498027826719422909181,50.009147338993011614528316251,52.0559706610673725931740762,909873900
13.45,2,0.2590467166331903290546695929,0.264015194954157,0.264015194954157,0.259362613779014,0.259362613779014,0.128705301687258,0.1378408953206836928918256378,0.1164151277142545928918256378,0.0214257676064291,5.0109395977175351406717383506,50.004361453490454204604090573,52.047464251831825000124877939,910551000
13.46,2,0.2590344834599148258533789863,0.264004191214965,0.264004191214965,0.259350365687871,0.259350365687871,0.128741149056127,0.1378763368273446189746883835,0.1163692761185076189746883835,0.021507060708837,5.0091025168211193434691228846,49.999552386677311089207646219,52.038932342580878531955339825,911228000
13.47,2,0.2590222481585666549238473912,0.263993188672698,0.263993188672698,0.25933811546606,0.25933811546606,0.128777091751965,0.1379118736446753270008896846,0.1163235198334305270008896846,0.0215883538112448,5.0072691461622023547700008404,49.994803601656666129439713091,52.030440166450105824565829115,911905000
13.48,2,0.2590100662531636150483351220,0.263982241689032,0.263982241689032,0.259325918705309,0.259325918705309,0.128813093580391,0.1379474714975401317738933303,0.1162778245838876317738933303,0.0216696469136525,5.0054385025712279687948145304,49.990070441473289952868129343,52.021952954016852488571744236,912581900
13.49,2,0.2589979039356295022180803226,0.263971315962839,0.263971315962839,0.259313741556314,0.259313741556314,0.128849142193629,0.1379831168485914985814023856,0.1162321768325311985814023856,0.0217509400160603,5.0036101969724170360221430724,49.985320573744317054569087214,52.013445341416880285485801291,913258900
13.50,2,0.2589857627337769809565360557,0.263960414097921,0.263960414097921,0.259301585548749,0.259301585548749,0.128885268324028,0.1380188405023294377078754854,0.1161866073838612377078754854,0.0218322331184682,5.0017851105904278267154515819,49.980623848002077578788278647,52.004972161588397164343752974,913935900
13.51,2,0.2589736424413598512559891173,0.263949535801829,0.263949535801829,0.259289450476119,0.259289450476119,0.128921469513766,0.1380546399922218731482043638,0.1161411137713459731482043638,0.0219135262208759,4.9999631715050679111382051735,49.975954187766992050123556685,51.996512895030813920007125682,914612900
13.52,2,0.2589615313792068415673352521,0.263938668357844,0.263938668357844,0.259277324645008,0.259277324645008,0.128957716663412,0.1380904857927586052374318893,0.1160956664694749052374318893,0.0219948193232837,4.9981435326134481637259601644,49.971261974273809332152567299,51.988028649921980702353314633,915289900
13.53,2,0.2589494515827295921378719913,0.263927834422692,0.263927834422692,0.2592652301177,0.2592652301177,0.128994026410438,0.1381263953219837915235289243,0.1160502828962921915235289243,0.0220761124256916,4.99632669164650103078520447,49.966616770415857413369375397,51.979574283036652106905670257,915966800
